ID,group,item,spelling.learned,reduction.type,pronunciation,button.pressedd,correct,RT
CV03,Canonical_Reduced,wimdow,,,Nonwords,1,0,909
CV03,Canonical_Reduced,apron,,,Familiar words,1,1,659
CV03,Canonical_Reduced,balloon,,,Familiar words,1,1,589
CV03,Canonical_Reduced,bank,,,Familiar words,1,1,718
CV03,Canonical_Reduced,barrel,,,Familiar words,1,1,775
CV03,Canonical_Reduced,basketball,,,Familiar words,1,1,1375
CV03,Canonical_Reduced,brain,,,Familiar words,1,1,536
CV03,Canonical_Reduced,cabinet,,,Familiar words,1,1,790
CV03,Canonical_Reduced,cashier,,,Familiar words,1,1,905
CV03,Canonical_Reduced,crane,,,Familiar words,1,1,767
CV03,Canonical_Reduced,dancer,,,Familiar words,1,1,768
CV03,Canonical_Reduced,festival,,,Familiar words,1,1,767
CV03,Canonical_Reduced,fish,,,Familiar words,1,1,661
CV03,Canonical_Reduced,glass,,,Familiar words,1,1,690
CV03,Canonical_Reduced,grape,,,Familiar words,1,1,872
CV03,Canonical_Reduced,ham,,,Familiar words,1,1,721
CV03,Canonical_Reduced,herbivore,,,Familiar words,1,1,714
CV03,Canonical_Reduced,mechanic,,,Familiar words,1,1,941
CV03,Canonical_Reduced,mushroom,,,Familiar words,1,1,1016
CV03,Canonical_Reduced,palace,,,Familiar words,1,1,829
CV03,Canonical_Reduced,pencil,,,Familiar words,1,1,611
CV03,Canonical_Reduced,priest,,,Familiar words,1,1,768
CV03,Canonical_Reduced,restaurant,,,Familiar words,1,1,725
CV03,Canonical_Reduced,rubbish,,,Familiar words,1,1,685
CV03,Canonical_Reduced,shelter,,,Familiar words,1,1,745
CV03,Canonical_Reduced,shirt,,,Familiar words,1,1,740
CV03,Canonical_Reduced,sil,,,Familiar words,1,1,737
CV03,Canonical_Reduced,ske,,,Familiar words,1,1,757
CV03,Canonical_Reduced,spoon,,,Familiar words,1,1,860
CV03,Canonical_Reduced,summit,,,Familiar words,1,1,963
CV03,Canonical_Reduced,teeger,,,Familiar words,1,1,725
CV03,Canonical_Reduced,vegetable,,,Familiar words,1,1,764
CV03,Canonical_Reduced,window,,,Familiar words,1,1,744
CV04,Canonical_Reduced,bliddus,reduced,flap,"New words, trained pronunciation",1,1,1390
CV04,Canonical_Reduced,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,837
CV04,Canonical_Reduced,bunnow,reduced,nasal,"New words, trained pronunciation",4,0,1194
CV04,Canonical_Reduced,byddo,canonical,flap,"New words, trained pronunciation",1,1,854
CV04,Canonical_Reduced,cluddee,reduced,flap,"New words, trained pronunciation",1,1,730
CV04,Canonical_Reduced,credenner,reduced,nasal,"New words, trained pronunciation",4,0,912
CV04,Canonical_Reduced,cynnergus,reduced,nasal,"New words, trained pronunciation",4,0,1251
CV04,Canonical_Reduced,fluddow,reduced,flap,"New words, trained pronunciation",1,1,1043
CV04,Canonical_Reduced,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,1656
CV04,Canonical_Reduced,glunner,reduced,nasal,"New words, trained pronunciation",1,1,696
CV04,Canonical_Reduced,lucrunny,reduced,nasal,"New words, trained pronunciation",1,1,2668
CV04,Canonical_Reduced,piddery,canonical,flap,"New words, trained pronunciation",1,1,936
CV04,Canonical_Reduced,pribeddy,reduced,flap,"New words, trained pronunciation",4,0,909
CV04,Canonical_Reduced,prounner,reduced,nasal,"New words, trained pronunciation",1,1,751
CV04,Canonical_Reduced,ruddow,canonical,flap,"New words, trained pronunciation",1,1,3982
CV04,Canonical_Reduced,sceaneddy,canonical,flap,"New words, trained pronunciation",1,1,1010
CV04,Canonical_Reduced,senno,canonical,nasal,"New words, trained pronunciation",4,0,832
CV04,Canonical_Reduced,sleddow,canonical,flap,"New words, trained pronunciation",1,1,844
CV04,Canonical_Reduced,slyddenee,reduced,flap,"New words, trained pronunciation",1,1,987
CV04,Canonical_Reduced,smounnus,canonical,nasal,"New words, trained pronunciation",1,1,1082
CV04,Canonical_Reduced,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,1245
CV04,Canonical_Reduced,spearoddus,reduced,flap,"New words, trained pronunciation",1,1,1063
CV04,Canonical_Reduced,spennogy,reduced,nasal,"New words, trained pronunciation",1,1,1017
CV04,Canonical_Reduced,suspinnus,canonical,nasal,"New words, trained pronunciation",4,0,914
CV04,Canonical_Reduced,trecoddus,canonical,flap,"New words, trained pronunciation",1,1,903
CV04,Canonical_Reduced,treddemus,canonical,flap,"New words, trained pronunciation",1,1,1176
CV04,Canonical_Reduced,trenner,canonical,nasal,"New words, trained pronunciation",1,1,1124
CV04,Canonical_Reduced,troddy,canonical,flap,"New words, trained pronunciation",1,1,707
CV04,Canonical_Reduced,trounny,reduced,nasal,"New words, trained pronunciation",1,1,744
CV04,Canonical_Reduced,veddetus,reduced,flap,"New words, trained pronunciation",1,1,818
CV04,Canonical_Reduced,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,2303
CV04,Canonical_Reduced,vouddy,reduced,flap,"New words, trained pronunciation",1,1,672
CV04,Canonical_Reduced,blittus,reduced,flap,"New words, canonical pronunciation",1,0,553
CV04,Canonical_Reduced,bredento,canonical,nasal,"New words, canonical pronunciation",1,0,584
CV04,Canonical_Reduced,buntow,reduced,nasal,"New words, canonical pronunciation",1,0,773
CV04,Canonical_Reduced,bytto,canonical,flap,"New words, canonical pronunciation",1,0,1287
CV04,Canonical_Reduced,cluttee,reduced,flap,"New words, canonical pronunciation",4,1,693
CV04,Canonical_Reduced,credenter,reduced,nasal,"New words, canonical pronunciation",4,1,1133
CV04,Canonical_Reduced,cyntergus,reduced,nasal,"New words, canonical pronunciation",4,1,1061
CV04,Canonical_Reduced,fluttow,reduced,flap,"New words, canonical pronunciation",1,0,1010
CV04,Canonical_Reduced,gleanty,canonical,nasal,"New words, canonical pronunciation",4,1,657
CV04,Canonical_Reduced,glunter,reduced,nasal,"New words, canonical pronunciation",1,0,2174
CV04,Canonical_Reduced,lucrunty,reduced,nasal,"New words, canonical pronunciation",4,1,1126
CV04,Canonical_Reduced,pittery,canonical,flap,"New words, canonical pronunciation",4,1,738
CV04,Canonical_Reduced,pribetty,reduced,flap,"New words, canonical pronunciation",1,0,855
CV04,Canonical_Reduced,prounter,reduced,nasal,"New words, canonical pronunciation",1,0,569
CV04,Canonical_Reduced,ruttow,canonical,flap,"New words, canonical pronunciation",1,0,692
CV04,Canonical_Reduced,sceanetty,canonical,flap,"New words, canonical pronunciation",1,0,1566
CV04,Canonical_Reduced,sento,canonical,nasal,"New words, canonical pronunciation",1,0,1496
CV04,Canonical_Reduced,slettow,canonical,flap,"New words, canonical pronunciation",1,0,875
CV04,Canonical_Reduced,slyttenee,reduced,flap,"New words, canonical pronunciation",4,1,1105
CV04,Canonical_Reduced,smountus,canonical,nasal,"New words, canonical pronunciation",1,0,1181
CV04,Canonical_Reduced,sounterby,canonical,nasal,"New words, canonical pronunciation",1,0,1487
CV04,Canonical_Reduced,spearottus,reduced,flap,"New words, canonical pronunciation",4,1,1341
CV04,Canonical_Reduced,spentogy,reduced,nasal,"New words, canonical pronunciation",4,1,1006
CV04,Canonical_Reduced,suspintus,canonical,nasal,"New words, canonical pronunciation",1,0,1183
CV04,Canonical_Reduced,trecottus,canonical,flap,"New words, canonical pronunciation",1,0,909
CV04,Canonical_Reduced,trenter,canonical,nasal,"New words, canonical pronunciation",1,0,703
CV04,Canonical_Reduced,trettemus,canonical,flap,"New words, canonical pronunciation",1,0,911
CV04,Canonical_Reduced,trotty,canonical,flap,"New words, canonical pronunciation",1,0,704
CV04,Canonical_Reduced,trounty,reduced,nasal,"New words, canonical pronunciation",1,0,778
CV04,Canonical_Reduced,vettetus,reduced,flap,"New words, canonical pronunciation",4,1,1074
CV04,Canonical_Reduced,vintimal,canonical,nasal,"New words, canonical pronunciation",4,1,882
CV04,Canonical_Reduced,voutty,reduced,flap,"New words, canonical pronunciation",1,0,651
CV04,Canonical_Reduced,abron,,,Nonwords,4,1,600
CV04,Canonical_Reduced,balloom,,,Nonwords,4,1,842
CV04,Canonical_Reduced,bashketball,,,Nonwords,4,1,768
CV04,Canonical_Reduced,bencil,,,Nonwords,4,1,704
CV04,Canonical_Reduced,briest,,,Nonwords,4,1,1007
CV04,Canonical_Reduced,cabimet,,,Nonwords,1,0,2550
CV04,Canonical_Reduced,cassier,,,Nonwords,1,0,1020
CV04,Canonical_Reduced,crame,,,Nonwords,4,1,1172
CV04,Canonical_Reduced,dansher,,,Nonwords,4,1,728
CV04,Canonical_Reduced,feshtival,,,Nonwords,4,1,818
CV04,Canonical_Reduced,fiss,,,Nonwords,1,0,1855
CV04,Canonical_Reduced,glash,,,Nonwords,4,1,737
CV04,Canonical_Reduced,grabe,,,Nonwords,4,1,858
CV04,Canonical_Reduced,han,,,Nonwords,4,1,1423
CV04,Canonical_Reduced,herpivore,,,Nonwords,4,1,892
CV04,Canonical_Reduced,nechanic,,,Nonwords,4,1,945
CV04,Canonical_Reduced,nushroom,,,Nonwords,4,1,669
CV04,Canonical_Reduced,palashe,,,Nonwords,4,1,775
CV04,Canonical_Reduced,pank,,,Nonwords,1,0,1018
CV04,Canonical_Reduced,parrel,,,Nonwords,4,1,724
CV04,Canonical_Reduced,prain,,,Nonwords,1,0,3512
CV04,Canonical_Reduced,reshtaurant,,,Nonwords,1,0,1261
CV04,Canonical_Reduced,ruppish,,,Nonwords,1,0,1022
CV04,Canonical_Reduced,selter,,,Nonwords,1,0,1253
CV04,Canonical_Reduced,shke,,,Nonwords,4,1,749
CV04,Canonical_Reduced,sirt,,,Nonwords,1,0,1492
CV04,Canonical_Reduced,smail,,,Nonwords,4,1,1243
CV04,Canonical_Reduced,spoom,,,Nonwords,1,0,1106
CV04,Canonical_Reduced,sunnit,,,Nonwords,1,0,4169
CV04,Canonical_Reduced,teemager,,,Nonwords,4,1,874
CV04,Canonical_Reduced,vegetaple,,,Nonwords,4,1,848
CV04,Canonical_Reduced,wimdow,,,Nonwords,1,0,2760
CV04,Canonical_Reduced,apron,,,Familiar words,1,1,696
CV04,Canonical_Reduced,balloon,,,Familiar words,1,1,466
CV04,Canonical_Reduced,bank,,,Familiar words,1,1,616
CV04,Canonical_Reduced,barrel,,,Familiar words,1,1,623
CV04,Canonical_Reduced,basketball,,,Familiar words,1,1,954
CV04,Canonical_Reduced,brain,,,Familiar words,1,1,711
CV04,Canonical_Reduced,cabinet,,,Familiar words,1,1,689
CV04,Canonical_Reduced,cashier,,,Familiar words,1,1,1271
CV04,Canonical_Reduced,crane,,,Familiar words,1,1,719
CV04,Canonical_Reduced,dancer,,,Familiar words,1,1,741
CV04,Canonical_Reduced,festival,,,Familiar words,1,1,616
CV04,Canonical_Reduced,fish,,,Familiar words,1,1,615
CV04,Canonical_Reduced,glass,,,Familiar words,1,1,667
CV04,Canonical_Reduced,grape,,,Familiar words,1,1,878
CV04,Canonical_Reduced,ham,,,Familiar words,1,1,652
CV04,Canonical_Reduced,herbivore,,,Familiar words,1,1,715
CV04,Canonical_Reduced,mechanic,,,Familiar words,1,1,3738
CV04,Canonical_Reduced,mushroom,,,Familiar words,1,1,684
CV04,Canonical_Reduced,palace,,,Familiar words,1,1,648
CV04,Canonical_Reduced,pencil,,,Familiar words,1,1,662
CV04,Canonical_Reduced,priest,,,Familiar words,1,1,834
CV04,Canonical_Reduced,restaurant,,,Familiar words,1,1,985
CV04,Canonical_Reduced,rubbish,,,Familiar words,1,1,775
CV04,Canonical_Reduced,shelter,,,Familiar words,1,1,907
CV04,Canonical_Reduced,shirt,,,Familiar words,1,1,807
CV04,Canonical_Reduced,sil,,,Familiar words,1,1,876
CV04,Canonical_Reduced,ske,,,Familiar words,1,1,952
CV04,Canonical_Reduced,spoon,,,Familiar words,1,1,1124
CV04,Canonical_Reduced,summit,,,Familiar words,1,1,892
CV04,Canonical_Reduced,teeger,,,Familiar words,1,1,621
CV04,Canonical_Reduced,vegetable,,,Familiar words,1,1,793
CV04,Canonical_Reduced,window,,,Familiar words,1,1,623
CV05,Canonical_Reduced,bliddus,reduced,flap,"New words, trained pronunciation",1,1,1438
CV05,Canonical_Reduced,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,702
CV05,Canonical_Reduced,bunnow,reduced,nasal,"New words, trained pronunciation",1,1,978
CV05,Canonical_Reduced,byddo,canonical,flap,"New words, trained pronunciation",1,1,1356
CV05,Canonical_Reduced,cluddee,reduced,flap,"New words, trained pronunciation",1,1,859
CV05,Canonical_Reduced,credenner,reduced,nasal,"New words, trained pronunciation",1,1,907
CV05,Canonical_Reduced,cynnergus,reduced,nasal,"New words, trained pronunciation",1,1,857
CV05,Canonical_Reduced,fluddow,reduced,flap,"New words, trained pronunciation",1,1,681
CV05,Canonical_Reduced,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,904
CV05,Canonical_Reduced,glunner,reduced,nasal,"New words, trained pronunciation",1,1,619
CV05,Canonical_Reduced,lucrunny,reduced,nasal,"New words, trained pronunciation",1,1,790
CV05,Canonical_Reduced,piddery,canonical,flap,"New words, trained pronunciation",1,1,676
CV05,Canonical_Reduced,pribeddy,reduced,flap,"New words, trained pronunciation",1,1,812
CV05,Canonical_Reduced,prounner,reduced,nasal,"New words, trained pronunciation",1,1,606
CV05,Canonical_Reduced,ruddow,canonical,flap,"New words, trained pronunciation",1,1,727
CV05,Canonical_Reduced,sceaneddy,canonical,flap,"New words, trained pronunciation",1,1,987
CV05,Canonical_Reduced,senno,canonical,nasal,"New words, trained pronunciation",1,1,1093
CV05,Canonical_Reduced,sleddow,canonical,flap,"New words, trained pronunciation",1,1,1004
CV05,Canonical_Reduced,slyddenee,reduced,flap,"New words, trained pronunciation",1,1,1000
CV05,Canonical_Reduced,smounnus,canonical,nasal,"New words, trained pronunciation",1,1,942
CV05,Canonical_Reduced,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,991
CV05,Canonical_Reduced,spearoddus,reduced,flap,"New words, trained pronunciation",1,1,992
CV05,Canonical_Reduced,spennogy,reduced,nasal,"New words, trained pronunciation",1,1,883
CV05,Canonical_Reduced,suspinnus,canonical,nasal,"New words, trained pronunciation",1,1,1371
CV05,Canonical_Reduced,trecoddus,canonical,flap,"New words, trained pronunciation",1,1,764
CV05,Canonical_Reduced,treddemus,canonical,flap,"New words, trained pronunciation",1,1,678
CV05,Canonical_Reduced,trenner,canonical,nasal,"New words, trained pronunciation",1,1,701
CV05,Canonical_Reduced,troddy,canonical,flap,"New words, trained pronunciation",1,1,709
CV05,Canonical_Reduced,trounny,reduced,nasal,"New words, trained pronunciation",1,1,1033
CV05,Canonical_Reduced,veddetus,reduced,flap,"New words, trained pronunciation",1,1,801
CV05,Canonical_Reduced,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,851
CV05,Canonical_Reduced,vouddy,reduced,flap,"New words, trained pronunciation",1,1,914
CV05,Canonical_Reduced,blittus,reduced,flap,"New words, canonical pronunciation",1,0,888
CV05,Canonical_Reduced,bredento,canonical,nasal,"New words, canonical pronunciation",1,0,642
CV05,Canonical_Reduced,buntow,reduced,nasal,"New words, canonical pronunciation",4,1,871
CV05,Canonical_Reduced,bytto,canonical,flap,"New words, canonical pronunciation",4,1,866
CV05,Canonical_Reduced,cluttee,reduced,flap,"New words, canonical pronunciation",4,1,1069
CV05,Canonical_Reduced,credenter,reduced,nasal,"New words, canonical pronunciation",1,0,1744
CV05,Canonical_Reduced,cyntergus,reduced,nasal,"New words, canonical pronunciation",4,1,980
CV05,Canonical_Reduced,fluttow,reduced,flap,"New words, canonical pronunciation",1,0,1027
CV05,Canonical_Reduced,gleanty,canonical,nasal,"New words, canonical pronunciation",1,0,736
CV05,Canonical_Reduced,glunter,reduced,nasal,"New words, canonical pronunciation",4,1,1193
CV05,Canonical_Reduced,lucrunty,reduced,nasal,"New words, canonical pronunciation",4,1,1148
CV05,Canonical_Reduced,pittery,canonical,flap,"New words, canonical pronunciation",1,0,1254
CV05,Canonical_Reduced,pribetty,reduced,flap,"New words, canonical pronunciation",1,0,1043
CV05,Canonical_Reduced,prounter,reduced,nasal,"New words, canonical pronunciation",4,1,777
CV05,Canonical_Reduced,ruttow,canonical,flap,"New words, canonical pronunciation",1,0,877
CV05,Canonical_Reduced,sceanetty,canonical,flap,"New words, canonical pronunciation",1,0,1058
CV05,Canonical_Reduced,sento,canonical,nasal,"New words, canonical pronunciation",1,0,886
CV05,Canonical_Reduced,slettow,canonical,flap,"New words, canonical pronunciation",4,1,907
CV05,Canonical_Reduced,slyttenee,reduced,flap,"New words, canonical pronunciation",4,1,1402
CV05,Canonical_Reduced,smountus,canonical,nasal,"New words, canonical pronunciation",1,0,1061
CV05,Canonical_Reduced,sounterby,canonical,nasal,"New words, canonical pronunciation",1,0,1283
CV05,Canonical_Reduced,spearottus,reduced,flap,"New words, canonical pronunciation",1,0,1067
CV05,Canonical_Reduced,spentogy,reduced,nasal,"New words, canonical pronunciation",4,1,1715
CV05,Canonical_Reduced,suspintus,canonical,nasal,"New words, canonical pronunciation",1,0,1456
CV05,Canonical_Reduced,trecottus,canonical,flap,"New words, canonical pronunciation",1,0,1003
CV05,Canonical_Reduced,trenter,canonical,nasal,"New words, canonical pronunciation",1,0,762
CV05,Canonical_Reduced,trettemus,canonical,flap,"New words, canonical pronunciation",1,0,806
CV05,Canonical_Reduced,trotty,canonical,flap,"New words, canonical pronunciation",1,0,2064
CV05,Canonical_Reduced,trounty,reduced,nasal,"New words, canonical pronunciation",4,1,928
CV05,Canonical_Reduced,vettetus,reduced,flap,"New words, canonical pronunciation",1,0,1040
CV05,Canonical_Reduced,vintimal,canonical,nasal,"New words, canonical pronunciation",4,1,1499
CV05,Canonical_Reduced,voutty,reduced,flap,"New words, canonical pronunciation",4,1,845
CV05,Canonical_Reduced,abron,,,Nonwords,4,1,656
CV05,Canonical_Reduced,balloom,,,Nonwords,4,1,859
CV05,Canonical_Reduced,bashketball,,,Nonwords,4,1,687
CV05,Canonical_Reduced,bencil,,,Nonwords,4,1,912
CV05,Canonical_Reduced,briest,,,Nonwords,4,1,1048
CV05,Canonical_Reduced,cabimet,,,Nonwords,4,1,765
CV05,Canonical_Reduced,cassier,,,Nonwords,4,1,839
CV05,Canonical_Reduced,crame,,,Nonwords,4,1,877
CV05,Canonical_Reduced,dansher,,,Nonwords,4,1,843
CV05,Canonical_Reduced,feshtival,,,Nonwords,4,1,906
CV05,Canonical_Reduced,fiss,,,Nonwords,4,1,689
CV05,Canonical_Reduced,glash,,,Nonwords,4,1,606
CV05,Canonical_Reduced,grabe,,,Nonwords,4,1,1014
CV05,Canonical_Reduced,han,,,Nonwords,4,1,1013
CV05,Canonical_Reduced,herpivore,,,Nonwords,4,1,1568
CV05,Canonical_Reduced,nechanic,,,Nonwords,4,1,797
CV05,Canonical_Reduced,nushroom,,,Nonwords,4,1,681
CV05,Canonical_Reduced,palashe,,,Nonwords,4,1,845
CV05,Canonical_Reduced,pank,,,Nonwords,4,1,1035
CV05,Canonical_Reduced,parrel,,,Nonwords,4,1,872
CV05,Canonical_Reduced,prain,,,Nonwords,4,1,2623
CV05,Canonical_Reduced,reshtaurant,,,Nonwords,1,0,2167
CV05,Canonical_Reduced,ruppish,,,Nonwords,4,1,2250
CV05,Canonical_Reduced,selter,,,Nonwords,4,1,1039
CV05,Canonical_Reduced,shke,,,Nonwords,4,1,688
CV05,Canonical_Reduced,sirt,,,Nonwords,4,1,727
CV05,Canonical_Reduced,smail,,,Nonwords,4,1,1000
CV05,Canonical_Reduced,spoom,,,Nonwords,4,1,1076
CV05,Canonical_Reduced,sunnit,,,Nonwords,4,1,677
CV05,Canonical_Reduced,teemager,,,Nonwords,4,1,795
CV05,Canonical_Reduced,vegetaple,,,Nonwords,4,1,821
CV05,Canonical_Reduced,wimdow,,,Nonwords,4,1,710
CV05,Canonical_Reduced,apron,,,Familiar words,1,1,661
CV05,Canonical_Reduced,balloon,,,Familiar words,1,1,881
CV05,Canonical_Reduced,bank,,,Familiar words,1,1,741
CV05,Canonical_Reduced,barrel,,,Familiar words,1,1,586
CV05,Canonical_Reduced,basketball,,,Familiar words,1,1,1032
CV05,Canonical_Reduced,brain,,,Familiar words,1,1,811
CV05,Canonical_Reduced,cabinet,,,Familiar words,1,1,664
CV05,Canonical_Reduced,cashier,,,Familiar words,1,1,928
CV05,Canonical_Reduced,crane,,,Familiar words,1,1,812
CV05,Canonical_Reduced,dancer,,,Familiar words,1,1,662
CV05,Canonical_Reduced,festival,,,Familiar words,1,1,737
CV05,Canonical_Reduced,fish,,,Familiar words,1,1,695
CV05,Canonical_Reduced,glass,,,Familiar words,1,1,659
CV05,Canonical_Reduced,grape,,,Familiar words,1,1,940
CV05,Canonical_Reduced,ham,,,Familiar words,1,1,671
CV05,Canonical_Reduced,herbivore,,,Familiar words,1,1,745
CV05,Canonical_Reduced,mechanic,,,Familiar words,1,1,778
CV05,Canonical_Reduced,mushroom,,,Familiar words,1,1,822
CV05,Canonical_Reduced,palace,,,Familiar words,1,1,963
CV05,Canonical_Reduced,pencil,,,Familiar words,1,1,669
CV05,Canonical_Reduced,priest,,,Familiar words,1,1,868
CV05,Canonical_Reduced,restaurant,,,Familiar words,1,1,921
CV05,Canonical_Reduced,rubbish,,,Familiar words,1,1,967
CV05,Canonical_Reduced,shelter,,,Familiar words,1,1,734
CV05,Canonical_Reduced,shirt,,,Familiar words,1,1,710
CV05,Canonical_Reduced,sil,,,Familiar words,1,1,904
CV05,Canonical_Reduced,ske,,,Familiar words,1,1,818
CV05,Canonical_Reduced,spoon,,,Familiar words,1,1,1081
CV05,Canonical_Reduced,summit,,,Familiar words,1,1,994
CV05,Canonical_Reduced,teeger,,,Familiar words,1,1,694
CV05,Canonical_Reduced,vegetable,,,Familiar words,1,1,730
CV05,Canonical_Reduced,window,,,Familiar words,1,1,553
CV06,Canonical_Reduced,bliddus,reduced,flap,"New words, trained pronunciation",1,1,631
CV06,Canonical_Reduced,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,1187
CV06,Canonical_Reduced,bunnow,reduced,nasal,"New words, trained pronunciation",1,1,830
CV06,Canonical_Reduced,byddo,canonical,flap,"New words, trained pronunciation",1,1,1590
CV06,Canonical_Reduced,cluddee,reduced,flap,"New words, trained pronunciation",1,1,870
CV06,Canonical_Reduced,credenner,reduced,nasal,"New words, trained pronunciation",1,1,857
CV06,Canonical_Reduced,cynnergus,reduced,nasal,"New words, trained pronunciation",1,1,925
CV06,Canonical_Reduced,fluddow,reduced,flap,"New words, trained pronunciation",1,1,803
CV06,Canonical_Reduced,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,1393
CV06,Canonical_Reduced,glunner,reduced,nasal,"New words, trained pronunciation",1,1,676
CV06,Canonical_Reduced,lucrunny,reduced,nasal,"New words, trained pronunciation",1,1,926
CV06,Canonical_Reduced,piddery,canonical,flap,"New words, trained pronunciation",1,1,485
CV06,Canonical_Reduced,pribeddy,reduced,flap,"New words, trained pronunciation",1,1,552
CV06,Canonical_Reduced,prounner,reduced,nasal,"New words, trained pronunciation",1,1,540
CV06,Canonical_Reduced,ruddow,canonical,flap,"New words, trained pronunciation",1,1,648
CV06,Canonical_Reduced,sceaneddy,canonical,flap,"New words, trained pronunciation",1,1,1065
CV06,Canonical_Reduced,senno,canonical,nasal,"New words, trained pronunciation",1,1,746
CV06,Canonical_Reduced,sleddow,canonical,flap,"New words, trained pronunciation",1,1,848
CV06,Canonical_Reduced,slyddenee,reduced,flap,"New words, trained pronunciation",1,1,1207
CV06,Canonical_Reduced,smounnus,canonical,nasal,"New words, trained pronunciation",1,1,1398
CV06,Canonical_Reduced,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,951
CV06,Canonical_Reduced,spearoddus,reduced,flap,"New words, trained pronunciation",1,1,1115
CV06,Canonical_Reduced,spennogy,reduced,nasal,"New words, trained pronunciation",1,1,1245
CV06,Canonical_Reduced,suspinnus,canonical,nasal,"New words, trained pronunciation",1,1,1193
CV06,Canonical_Reduced,trecoddus,canonical,flap,"New words, trained pronunciation",1,1,898
CV06,Canonical_Reduced,treddemus,canonical,flap,"New words, trained pronunciation",1,1,746
CV06,Canonical_Reduced,trenner,canonical,nasal,"New words, trained pronunciation",1,1,926
CV06,Canonical_Reduced,troddy,canonical,flap,"New words, trained pronunciation",1,1,692
CV06,Canonical_Reduced,trounny,reduced,nasal,"New words, trained pronunciation",1,1,545
CV06,Canonical_Reduced,veddetus,reduced,flap,"New words, trained pronunciation",1,1,1137
CV06,Canonical_Reduced,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,830
CV06,Canonical_Reduced,vouddy,reduced,flap,"New words, trained pronunciation",1,1,765
CV06,Canonical_Reduced,blittus,reduced,flap,"New words, canonical pronunciation",4,1,913
CV06,Canonical_Reduced,bredento,canonical,nasal,"New words, canonical pronunciation",4,1,711
CV06,Canonical_Reduced,buntow,reduced,nasal,"New words, canonical pronunciation",4,1,925
CV06,Canonical_Reduced,bytto,canonical,flap,"New words, canonical pronunciation",1,0,645
CV06,Canonical_Reduced,cluttee,reduced,flap,"New words, canonical pronunciation",4,1,1104
CV06,Canonical_Reduced,credenter,reduced,nasal,"New words, canonical pronunciation",4,1,1972
CV06,Canonical_Reduced,cyntergus,reduced,nasal,"New words, canonical pronunciation",4,1,1137
CV06,Canonical_Reduced,fluttow,reduced,flap,"New words, canonical pronunciation",1,0,2099
CV06,Canonical_Reduced,gleanty,canonical,nasal,"New words, canonical pronunciation",4,1,958
CV06,Canonical_Reduced,glunter,reduced,nasal,"New words, canonical pronunciation",4,1,859
CV06,Canonical_Reduced,lucrunty,reduced,nasal,"New words, canonical pronunciation",4,1,858
CV06,Canonical_Reduced,pittery,canonical,flap,"New words, canonical pronunciation",4,1,1017
CV06,Canonical_Reduced,pribetty,reduced,flap,"New words, canonical pronunciation",4,1,1058
CV06,Canonical_Reduced,prounter,reduced,nasal,"New words, canonical pronunciation",4,1,1106
CV06,Canonical_Reduced,ruttow,canonical,flap,"New words, canonical pronunciation",4,1,826
CV06,Canonical_Reduced,sceanetty,canonical,flap,"New words, canonical pronunciation",1,0,1077
CV06,Canonical_Reduced,sento,canonical,nasal,"New words, canonical pronunciation",4,1,1878
CV06,Canonical_Reduced,slettow,canonical,flap,"New words, canonical pronunciation",1,0,1514
CV06,Canonical_Reduced,slyttenee,reduced,flap,"New words, canonical pronunciation",4,1,1464
CV06,Canonical_Reduced,smountus,canonical,nasal,"New words, canonical pronunciation",1,0,1877
CV06,Canonical_Reduced,sounterby,canonical,nasal,"New words, canonical pronunciation",4,1,1116
CV06,Canonical_Reduced,spearottus,reduced,flap,"New words, canonical pronunciation",1,0,1211
CV06,Canonical_Reduced,spentogy,reduced,nasal,"New words, canonical pronunciation",4,1,1296
CV06,Canonical_Reduced,suspintus,canonical,nasal,"New words, canonical pronunciation",1,0,1887
CV06,Canonical_Reduced,trecottus,canonical,flap,"New words, canonical pronunciation",4,1,1251
CV06,Canonical_Reduced,trenter,canonical,nasal,"New words, canonical pronunciation",1,0,686
CV06,Canonical_Reduced,trettemus,canonical,flap,"New words, canonical pronunciation",1,0,921
CV06,Canonical_Reduced,trotty,canonical,flap,"New words, canonical pronunciation",1,0,842
CV06,Canonical_Reduced,trounty,reduced,nasal,"New words, canonical pronunciation",4,1,769
CV06,Canonical_Reduced,vettetus,reduced,flap,"New words, canonical pronunciation",4,1,1198
CV06,Canonical_Reduced,vintimal,canonical,nasal,"New words, canonical pronunciation",4,1,808
CV06,Canonical_Reduced,voutty,reduced,flap,"New words, canonical pronunciation",4,1,590
CV06,Canonical_Reduced,abron,,,Nonwords,4,1,448
CV06,Canonical_Reduced,balloom,,,Nonwords,4,1,755
CV06,Canonical_Reduced,bashketball,,,Nonwords,4,1,472
