ID,group,item,spelling.learned,reduction.type,pronunciation,button.pressedd,correct,RT
CN01,Canonical_None,bliddus,none,flap,"New words, trained pronunciation",1,1,863
CN01,Canonical_None,bredenno,canonical,nasal,"New words, trained pronunciation",4,0,2333
CN01,Canonical_None,bunnow,none,nasal,"New words, trained pronunciation",1,1,1197
CN01,Canonical_None,byddo,canonical,flap,"New words, trained pronunciation",1,1,4614
CN01,Canonical_None,cluddee,none,flap,"New words, trained pronunciation",1,1,823
CN01,Canonical_None,credenner,none,nasal,"New words, trained pronunciation",1,1,1133
CN01,Canonical_None,cynnergus,none,nasal,"New words, trained pronunciation",1,1,897
CN01,Canonical_None,fluddow,none,flap,"New words, trained pronunciation",1,1,846
CN01,Canonical_None,gleanny,canonical,nasal,"New words, trained pronunciation",4,0,1937
CN01,Canonical_None,glunner,none,nasal,"New words, trained pronunciation",1,1,819
CN01,Canonical_None,lucrunny,none,nasal,"New words, trained pronunciation",1,1,1514
CN01,Canonical_None,piddery,canonical,flap,"New words, trained pronunciation",4,0,912
CN01,Canonical_None,pribeddy,none,flap,"New words, trained pronunciation",1,1,826
CN01,Canonical_None,prounner,none,nasal,"New words, trained pronunciation",1,1,989
CN01,Canonical_None,ruddow,canonical,flap,"New words, trained pronunciation",1,1,1136
CN01,Canonical_None,sceaneddy,canonical,flap,"New words, trained pronunciation",4,0,1407
CN01,Canonical_None,senno,canonical,nasal,"New words, trained pronunciation",4,0,3760
CN01,Canonical_None,sleddow,canonical,flap,"New words, trained pronunciation",4,0,2707
CN01,Canonical_None,slyddenee,none,flap,"New words, trained pronunciation",1,1,942
CN01,Canonical_None,smounnus,canonical,nasal,"New words, trained pronunciation",1,1,3070
CN01,Canonical_None,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,3141
CN01,Canonical_None,spearoddus,none,flap,"New words, trained pronunciation",1,1,1146
CN01,Canonical_None,spennogy,none,nasal,"New words, trained pronunciation",1,1,1010
CN01,Canonical_None,suspinnus,canonical,nasal,"New words, trained pronunciation",1,1,2058
CN01,Canonical_None,trecoddus,canonical,flap,"New words, trained pronunciation",4,0,1665
CN01,Canonical_None,treddemus,canonical,flap,"New words, trained pronunciation",1,1,1173
CN01,Canonical_None,trenner,canonical,nasal,"New words, trained pronunciation",1,1,2880
CN01,Canonical_None,troddy,canonical,flap,"New words, trained pronunciation",1,1,3002
CN01,Canonical_None,trounny,none,nasal,"New words, trained pronunciation",1,1,852
CN01,Canonical_None,veddetus,none,flap,"New words, trained pronunciation",1,1,1039
CN01,Canonical_None,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,938
CN01,Canonical_None,vouddy,none,flap,"New words, trained pronunciation",1,1,717
CN01,Canonical_None,blittus,none,flap,"New words, canonical pronunciation",1,0,2720
CN01,Canonical_None,bredento,canonical,nasal,"New words, canonical pronunciation",4,1,914
CN01,Canonical_None,buntow,none,nasal,"New words, canonical pronunciation",1,0,4040
CN01,Canonical_None,bytto,canonical,flap,"New words, canonical pronunciation",-1,,-1
CN01,Canonical_None,cluttee,none,flap,"New words, canonical pronunciation",1,0,1694
CN01,Canonical_None,credenter,none,nasal,"New words, canonical pronunciation",1,0,822
CN01,Canonical_None,cyntergus,none,nasal,"New words, canonical pronunciation",4,1,1061
CN01,Canonical_None,fluttow,none,flap,"New words, canonical pronunciation",4,1,2752
CN01,Canonical_None,gleanty,canonical,nasal,"New words, canonical pronunciation",4,1,712
CN01,Canonical_None,glunter,none,nasal,"New words, canonical pronunciation",4,1,1003
CN01,Canonical_None,lucrunty,none,nasal,"New words, canonical pronunciation",4,1,2202
CN01,Canonical_None,pittery,canonical,flap,"New words, canonical pronunciation",4,1,706
CN01,Canonical_None,pribetty,none,flap,"New words, canonical pronunciation",1,0,1316
CN01,Canonical_None,prounter,none,nasal,"New words, canonical pronunciation",1,0,679
CN01,Canonical_None,ruttow,canonical,flap,"New words, canonical pronunciation",1,0,2043
CN01,Canonical_None,sceanetty,canonical,flap,"New words, canonical pronunciation",4,1,1502
CN01,Canonical_None,sento,canonical,nasal,"New words, canonical pronunciation",1,0,1801
CN01,Canonical_None,slettow,canonical,flap,"New words, canonical pronunciation",4,1,1917
CN01,Canonical_None,slyttenee,none,flap,"New words, canonical pronunciation",4,1,2987
CN01,Canonical_None,smountus,canonical,nasal,"New words, canonical pronunciation",4,1,2695
CN01,Canonical_None,sounterby,canonical,nasal,"New words, canonical pronunciation",1,0,2406
CN01,Canonical_None,spearottus,none,flap,"New words, canonical pronunciation",1,0,1027
CN01,Canonical_None,spentogy,none,nasal,"New words, canonical pronunciation",4,1,1222
CN01,Canonical_None,suspintus,canonical,nasal,"New words, canonical pronunciation",1,0,2970
CN01,Canonical_None,trecottus,canonical,flap,"New words, canonical pronunciation",4,1,1183
CN01,Canonical_None,trenter,canonical,nasal,"New words, canonical pronunciation",4,1,1440
CN01,Canonical_None,trettemus,canonical,flap,"New words, canonical pronunciation",4,1,3352
CN01,Canonical_None,trotty,canonical,flap,"New words, canonical pronunciation",4,1,1155
CN01,Canonical_None,trounty,none,nasal,"New words, canonical pronunciation",4,1,3913
CN01,Canonical_None,vettetus,none,flap,"New words, canonical pronunciation",1,0,1760
CN01,Canonical_None,vintimal,canonical,nasal,"New words, canonical pronunciation",4,1,1410
CN01,Canonical_None,voutty,none,flap,"New words, canonical pronunciation",4,1,1286
CN01,Canonical_None,abron,,,Nonwords,4,1,1328
CN01,Canonical_None,balloom,,,Nonwords,1,0,731
CN01,Canonical_None,bashketball,,,Nonwords,4,1,840
CN01,Canonical_None,bencil,,,Nonwords,4,1,1024
CN01,Canonical_None,briest,,,Nonwords,4,1,1041
CN01,Canonical_None,cabimet,,,Nonwords,4,1,1543
CN01,Canonical_None,cassier,,,Nonwords,1,0,1465
CN01,Canonical_None,crame,,,Nonwords,4,1,2144
CN01,Canonical_None,dansher,,,Nonwords,4,1,812
CN01,Canonical_None,feshtival,,,Nonwords,4,1,3026
CN01,Canonical_None,fiss,,,Nonwords,4,1,710
CN01,Canonical_None,glash,,,Nonwords,4,1,941
CN01,Canonical_None,grabe,,,Nonwords,4,1,852
CN01,Canonical_None,han,,,Nonwords,4,1,1132
CN01,Canonical_None,herpivore,,,Nonwords,1,0,1205
CN01,Canonical_None,nechanic,,,Nonwords,4,1,1075
CN01,Canonical_None,nushroom,,,Nonwords,4,1,893
CN01,Canonical_None,palashe,,,Nonwords,4,1,1799
CN01,Canonical_None,pank,,,Nonwords,4,1,973
CN01,Canonical_None,parrel,,,Nonwords,4,1,1066
CN01,Canonical_None,prain,,,Nonwords,4,1,3599
CN01,Canonical_None,reshtaurant,,,Nonwords,1,0,1150
CN01,Canonical_None,ruppish,,,Nonwords,4,1,1132
CN01,Canonical_None,selter,,,Nonwords,4,1,1561
CN01,Canonical_None,shke,,,Nonwords,4,1,595
CN01,Canonical_None,sirt,,,Nonwords,4,1,824
CN01,Canonical_None,smail,,,Nonwords,4,1,1514
CN01,Canonical_None,spoom,,,Nonwords,4,1,1953
CN01,Canonical_None,sunnit,,,Nonwords,4,1,2352
CN01,Canonical_None,teemager,,,Nonwords,4,1,1395
CN01,Canonical_None,vegetaple,,,Nonwords,4,1,997
CN01,Canonical_None,wimdow,,,Nonwords,4,1,1464
CN01,Canonical_None,apron,,,Familiar words,1,1,751
CN01,Canonical_None,balloon,,,Familiar words,1,1,873
CN01,Canonical_None,bank,,,Familiar words,1,1,2266
CN01,Canonical_None,barrel,,,Familiar words,1,1,937
CN01,Canonical_None,basketball,,,Familiar words,1,1,1203
CN01,Canonical_None,brain,,,Familiar words,1,1,681
CN01,Canonical_None,cabinet,,,Familiar words,1,1,1202
CN01,Canonical_None,cashier,,,Familiar words,1,1,953
CN01,Canonical_None,crane,,,Familiar words,1,1,773
CN01,Canonical_None,dancer,,,Familiar words,1,1,933
CN01,Canonical_None,festival,,,Familiar words,1,1,1134
CN01,Canonical_None,fish,,,Familiar words,1,1,1491
CN01,Canonical_None,glass,,,Familiar words,1,1,810
CN01,Canonical_None,grape,,,Familiar words,1,1,935
CN01,Canonical_None,ham,,,Familiar words,1,1,1407
CN01,Canonical_None,herbivore,,,Familiar words,1,1,1106
CN01,Canonical_None,mechanic,,,Familiar words,1,1,946
CN01,Canonical_None,mushroom,,,Familiar words,1,1,947
CN01,Canonical_None,palace,,,Familiar words,1,1,1090
CN01,Canonical_None,pencil,,,Familiar words,1,1,768
CN01,Canonical_None,priest,,,Familiar words,1,1,1116
CN01,Canonical_None,restaurant,,,Familiar words,1,1,928
CN01,Canonical_None,rubbish,,,Familiar words,1,1,1071
CN01,Canonical_None,shelter,,,Familiar words,1,1,1519
CN01,Canonical_None,shirt,,,Familiar words,1,1,728
CN01,Canonical_None,sil,,,Familiar words,1,1,1545
CN01,Canonical_None,ske,,,Familiar words,1,1,848
CN01,Canonical_None,spoon,,,Familiar words,1,1,939
CN01,Canonical_None,summit,,,Familiar words,1,1,2683
CN01,Canonical_None,teeger,,,Familiar words,1,1,781
CN01,Canonical_None,vegetable,,,Familiar words,1,1,1455
CN01,Canonical_None,window,,,Familiar words,1,1,743
CN02,Canonical_None,bliddus,none,flap,"New words, trained pronunciation",1,1,331
CN02,Canonical_None,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,203
CN02,Canonical_None,bunnow,none,nasal,"New words, trained pronunciation",4,0,468
CN02,Canonical_None,byddo,canonical,flap,"New words, trained pronunciation",1,1,483
CN02,Canonical_None,cluddee,none,flap,"New words, trained pronunciation",1,1,731
CN02,Canonical_None,credenner,none,nasal,"New words, trained pronunciation",4,0,4185
CN02,Canonical_None,cynnergus,none,nasal,"New words, trained pronunciation",1,1,570
CN02,Canonical_None,fluddow,none,flap,"New words, trained pronunciation",4,0,854
CN02,Canonical_None,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,625
CN02,Canonical_None,glunner,none,nasal,"New words, trained pronunciation",1,1,375
CN02,Canonical_None,lucrunny,none,nasal,"New words, trained pronunciation",1,1,880
CN02,Canonical_None,piddery,canonical,flap,"New words, trained pronunciation",4,0,2606
CN02,Canonical_None,pribeddy,none,flap,"New words, trained pronunciation",1,1,265
CN02,Canonical_None,prounner,none,nasal,"New words, trained pronunciation",1,1,1699
CN02,Canonical_None,ruddow,canonical,flap,"New words, trained pronunciation",1,1,1332
CN02,Canonical_None,sceaneddy,canonical,flap,"New words, trained pronunciation",1,1,294
CN02,Canonical_None,senno,canonical,nasal,"New words, trained pronunciation",4,0,260
CN02,Canonical_None,sleddow,canonical,flap,"New words, trained pronunciation",1,1,331
CN02,Canonical_None,slyddenee,none,flap,"New words, trained pronunciation",1,1,470
CN02,Canonical_None,smounnus,canonical,nasal,"New words, trained pronunciation",1,1,554
CN02,Canonical_None,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,1648
CN02,Canonical_None,spearoddus,none,flap,"New words, trained pronunciation",4,0,2457
CN02,Canonical_None,spennogy,none,nasal,"New words, trained pronunciation",4,0,417
CN02,Canonical_None,suspinnus,canonical,nasal,"New words, trained pronunciation",1,1,421
CN02,Canonical_None,trecoddus,canonical,flap,"New words, trained pronunciation",1,1,458
CN02,Canonical_None,treddemus,canonical,flap,"New words, trained pronunciation",4,0,472
CN02,Canonical_None,trenner,canonical,nasal,"New words, trained pronunciation",4,0,1226
CN02,Canonical_None,troddy,canonical,flap,"New words, trained pronunciation",1,1,509
CN02,Canonical_None,trounny,none,nasal,"New words, trained pronunciation",4,0,1254
CN02,Canonical_None,veddetus,none,flap,"New words, trained pronunciation",1,1,105
CN02,Canonical_None,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,1836
CN02,Canonical_None,vouddy,none,flap,"New words, trained pronunciation",1,1,577
CN02,Canonical_None,blittus,none,flap,"New words, canonical pronunciation",1,0,489
CN02,Canonical_None,bredento,canonical,nasal,"New words, canonical pronunciation",1,0,503
CN02,Canonical_None,buntow,none,nasal,"New words, canonical pronunciation",1,0,429
CN02,Canonical_None,bytto,canonical,flap,"New words, canonical pronunciation",1,0,224
CN02,Canonical_None,cluttee,none,flap,"New words, canonical pronunciation",1,0,1067
CN02,Canonical_None,credenter,none,nasal,"New words, canonical pronunciation",1,0,264
CN02,Canonical_None,cyntergus,none,nasal,"New words, canonical pronunciation",1,0,409
CN02,Canonical_None,fluttow,none,flap,"New words, canonical pronunciation",1,0,1195
CN02,Canonical_None,gleanty,canonical,nasal,"New words, canonical pronunciation",1,0,559
CN02,Canonical_None,glunter,none,nasal,"New words, canonical pronunciation",1,0,388
CN02,Canonical_None,lucrunty,none,nasal,"New words, canonical pronunciation",1,0,559
CN02,Canonical_None,pittery,canonical,flap,"New words, canonical pronunciation",1,0,315
CN02,Canonical_None,pribetty,none,flap,"New words, canonical pronunciation",1,0,1443
CN02,Canonical_None,prounter,none,nasal,"New words, canonical pronunciation",1,0,122
CN02,Canonical_None,ruttow,canonical,flap,"New words, canonical pronunciation",1,0,135
CN02,Canonical_None,sceanetty,canonical,flap,"New words, canonical pronunciation",1,0,1242
CN02,Canonical_None,sento,canonical,nasal,"New words, canonical pronunciation",4,1,897
CN02,Canonical_None,slettow,canonical,flap,"New words, canonical pronunciation",4,1,580
CN02,Canonical_None,slyttenee,none,flap,"New words, canonical pronunciation",1,0,169
CN02,Canonical_None,smountus,canonical,nasal,"New words, canonical pronunciation",1,0,737
CN02,Canonical_None,sounterby,canonical,nasal,"New words, canonical pronunciation",1,0,533
CN02,Canonical_None,spearottus,none,flap,"New words, canonical pronunciation",1,0,42
CN02,Canonical_None,spentogy,none,nasal,"New words, canonical pronunciation",1,0,2130
CN02,Canonical_None,suspintus,canonical,nasal,"New words, canonical pronunciation",1,0,2210
CN02,Canonical_None,trecottus,canonical,flap,"New words, canonical pronunciation",4,1,352
CN02,Canonical_None,trenter,canonical,nasal,"New words, canonical pronunciation",1,0,890
CN02,Canonical_None,trettemus,canonical,flap,"New words, canonical pronunciation",1,0,796
CN02,Canonical_None,trotty,canonical,flap,"New words, canonical pronunciation",1,0,460
CN02,Canonical_None,trounty,none,nasal,"New words, canonical pronunciation",1,0,440
CN02,Canonical_None,vettetus,none,flap,"New words, canonical pronunciation",1,0,915
CN02,Canonical_None,vintimal,canonical,nasal,"New words, canonical pronunciation",1,0,756
CN02,Canonical_None,voutty,none,flap,"New words, canonical pronunciation",1,0,471
CN02,Canonical_None,abron,,,Nonwords,1,0,500
CN02,Canonical_None,balloom,,,Nonwords,1,0,332
CN02,Canonical_None,bashketball,,,Nonwords,1,0,652
CN02,Canonical_None,bencil,,,Nonwords,1,0,402
CN02,Canonical_None,briest,,,Nonwords,1,0,587
CN02,Canonical_None,cabimet,,,Nonwords,1,0,299
CN02,Canonical_None,cassier,,,Nonwords,1,0,428
CN02,Canonical_None,crame,,,Nonwords,1,0,494
CN02,Canonical_None,dansher,,,Nonwords,1,0,228
CN02,Canonical_None,feshtival,,,Nonwords,1,0,531
CN02,Canonical_None,fiss,,,Nonwords,1,0,885
CN02,Canonical_None,glash,,,Nonwords,1,0,170
CN02,Canonical_None,grabe,,,Nonwords,4,1,619
CN02,Canonical_None,han,,,Nonwords,1,0,28
CN02,Canonical_None,herpivore,,,Nonwords,1,0,2514
CN02,Canonical_None,nechanic,,,Nonwords,1,0,1505
CN02,Canonical_None,nushroom,,,Nonwords,1,0,1723
CN02,Canonical_None,palashe,,,Nonwords,1,0,1095
CN02,Canonical_None,pank,,,Nonwords,1,0,945
CN02,Canonical_None,parrel,,,Nonwords,1,0,1364
CN02,Canonical_None,prain,,,Nonwords,1,0,2617
CN02,Canonical_None,reshtaurant,,,Nonwords,1,0,785
CN02,Canonical_None,ruppish,,,Nonwords,1,0,732
CN02,Canonical_None,selter,,,Nonwords,1,0,663
CN02,Canonical_None,shke,,,Nonwords,1,0,191
CN02,Canonical_None,sirt,,,Nonwords,4,1,2555
CN02,Canonical_None,smail,,,Nonwords,1,0,650
CN02,Canonical_None,spoom,,,Nonwords,1,0,2017
CN02,Canonical_None,sunnit,,,Nonwords,1,0,566
CN02,Canonical_None,teemager,,,Nonwords,1,0,431
CN02,Canonical_None,vegetaple,,,Nonwords,4,1,1701
CN02,Canonical_None,wimdow,,,Nonwords,4,1,704
CN02,Canonical_None,apron,,,Familiar words,1,1,1276
CN02,Canonical_None,balloon,,,Familiar words,1,1,1447
CN02,Canonical_None,bank,,,Familiar words,1,1,364
CN02,Canonical_None,barrel,,,Familiar words,1,1,538
CN02,Canonical_None,basketball,,,Familiar words,1,1,456
CN02,Canonical_None,brain,,,Familiar words,1,1,2138
CN02,Canonical_None,cabinet,,,Familiar words,1,1,210
CN02,Canonical_None,cashier,,,Familiar words,1,1,245
CN02,Canonical_None,crane,,,Familiar words,1,1,1111
CN02,Canonical_None,dancer,,,Familiar words,1,1,685
CN02,Canonical_None,festival,,,Familiar words,4,0,54
CN02,Canonical_None,fish,,,Familiar words,1,1,2098
CN02,Canonical_None,glass,,,Familiar words,1,1,1828
CN02,Canonical_None,grape,,,Familiar words,1,1,264
CN02,Canonical_None,ham,,,Familiar words,1,1,260
CN02,Canonical_None,herbivore,,,Familiar words,1,1,345
CN02,Canonical_None,mechanic,,,Familiar words,1,1,350
CN02,Canonical_None,mushroom,,,Familiar words,1,1,353
CN02,Canonical_None,palace,,,Familiar words,4,0,1364
CN02,Canonical_None,pencil,,,Familiar words,1,1,2118
CN02,Canonical_None,priest,,,Familiar words,1,1,1117
CN02,Canonical_None,restaurant,,,Familiar words,4,0,42
CN02,Canonical_None,rubbish,,,Familiar words,1,1,577
CN02,Canonical_None,shelter,,,Familiar words,4,0,261
CN02,Canonical_None,shirt,,,Familiar words,1,1,253
CN02,Canonical_None,sil,,,Familiar words,1,1,1333
CN02,Canonical_None,ske,,,Familiar words,1,1,164
CN02,Canonical_None,spoon,,,Familiar words,4,0,322
CN02,Canonical_None,summit,,,Familiar words,4,0,92
CN02,Canonical_None,teeger,,,Familiar words,1,1,957
CN02,Canonical_None,vegetable,,,Familiar words,1,1,954
CN02,Canonical_None,window,,,Familiar words,1,1,1373
CN03,Canonical_None,bliddus,none,flap,"New words, trained pronunciation",1,1,827
CN03,Canonical_None,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,674
CN03,Canonical_None,bunnow,none,nasal,"New words, trained pronunciation",4,0,1386
CN03,Canonical_None,byddo,canonical,flap,"New words, trained pronunciation",1,1,743
CN03,Canonical_None,cluddee,none,flap,"New words, trained pronunciation",1,1,599
CN03,Canonical_None,credenner,none,nasal,"New words, trained pronunciation",1,1,691
CN03,Canonical_None,cynnergus,none,nasal,"New words, trained pronunciation",1,1,1364
CN03,Canonical_None,fluddow,none,flap,"New words, trained pronunciation",1,1,717
CN03,Canonical_None,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,580
CN03,Canonical_None,glunner,none,nasal,"New words, trained pronunciation",1,1,648
CN03,Canonical_None,lucrunny,none,nasal,"New words, trained pronunciation",1,1,728
CN03,Canonical_None,piddery,canonical,flap,"New words, trained pronunciation",1,1,524
CN03,Canonical_None,pribeddy,none,flap,"New words, trained pronunciation",1,1,587
CN03,Canonical_None,prounner,none,nasal,"New words, trained pronunciation",1,1,655
CN03,Canonical_None,ruddow,canonical,flap,"New words, trained pronunciation",1,1,853
CN03,Canonical_None,sceaneddy,canonical,flap,"New words, trained pronunciation",1,1,870
CN03,Canonical_None,senno,canonical,nasal,"New words, trained pronunciation",1,1,641
CN03,Canonical_None,sleddow,canonical,flap,"New words, trained pronunciation",1,1,1271
CN03,Canonical_None,slyddenee,none,flap,"New words, trained pronunciation",4,0,1092
CN03,Canonical_None,smounnus,canonical,nasal,"New words, trained pronunciation",1,1,1068
CN03,Canonical_None,sounnerby,canonical,nasal,"New words, trained pronunciation",1,1,1101
CN03,Canonical_None,spearoddus,none,flap,"New words, trained pronunciation",1,1,841
CN03,Canonical_None,spennogy,none,nasal,"New words, trained pronunciation",1,1,793
CN03,Canonical_None,suspinnus,canonical,nasal,"New words, trained pronunciation",1,1,1003
CN03,Canonical_None,trecoddus,canonical,flap,"New words, trained pronunciation",1,1,1073
CN03,Canonical_None,treddemus,canonical,flap,"New words, trained pronunciation",1,1,677
CN03,Canonical_None,trenner,canonical,nasal,"New words, trained pronunciation",1,1,487
CN03,Canonical_None,troddy,canonical,flap,"New words, trained pronunciation",1,1,620
CN03,Canonical_None,trounny,none,nasal,"New words, trained pronunciation",1,1,1024
CN03,Canonical_None,veddetus,none,flap,"New words, trained pronunciation",1,1,714
CN03,Canonical_None,vinnimal,canonical,nasal,"New words, trained pronunciation",1,1,621
CN03,Canonical_None,vouddy,none,flap,"New words, trained pronunciation",1,1,566
CN03,Canonical_None,blittus,none,flap,"New words, canonical pronunciation",4,1,978
CN03,Canonical_None,bredento,canonical,nasal,"New words, canonical pronunciation",4,1,937
CN03,Canonical_None,buntow,none,nasal,"New words, canonical pronunciation",1,0,758
CN03,Canonical_None,bytto,canonical,flap,"New words, canonical pronunciation",1,0,764
CN03,Canonical_None,cluttee,none,flap,"New words, canonical pronunciation",1,0,744
CN03,Canonical_None,credenter,none,nasal,"New words, canonical pronunciation",1,0,750
CN03,Canonical_None,cyntergus,none,nasal,"New words, canonical pronunciation",4,1,1499
CN03,Canonical_None,fluttow,none,flap,"New words, canonical pronunciation",1,0,715
CN03,Canonical_None,gleanty,canonical,nasal,"New words, canonical pronunciation",1,0,755
CN03,Canonical_None,glunter,none,nasal,"New words, canonical pronunciation",4,1,683
CN03,Canonical_None,lucrunty,none,nasal,"New words, canonical pronunciation",1,0,827
CN03,Canonical_None,pittery,canonical,flap,"New words, canonical pronunciation",1,0,519
CN03,Canonical_None,pribetty,none,flap,"New words, canonical pronunciation",1,0,627
CN03,Canonical_None,prounter,none,nasal,"New words, canonical pronunciation",4,1,921
CN03,Canonical_None,ruttow,canonical,flap,"New words, canonical pronunciation",4,1,739
CN03,Canonical_None,sceanetty,canonical,flap,"New words, canonical pronunciation",1,0,803
CN03,Canonical_None,sento,canonical,nasal,"New words, canonical pronunciation",1,0,773
CN03,Canonical_None,slettow,canonical,flap,"New words, canonical pronunciation",1,0,828
CN03,Canonical_None,slyttenee,none,flap,"New words, canonical pronunciation",1,0,724
CN03,Canonical_None,smountus,canonical,nasal,"New words, canonical pronunciation",1,0,887
CN03,Canonical_None,sounterby,canonical,nasal,"New words, canonical pronunciation",4,1,1024
CN03,Canonical_None,spearottus,none,flap,"New words, canonical pronunciation",1,0,1021
CN03,Canonical_None,spentogy,none,nasal,"New words, canonical pronunciation",4,1,1114
CN03,Canonical_None,suspintus,canonical,nasal,"New words, canonical pronunciation",1,0,955
CN03,Canonical_None,trecottus,canonical,flap,"New words, canonical pronunciation",1,0,1044
CN03,Canonical_None,trenter,canonical,nasal,"New words, canonical pronunciation",1,0,571
CN03,Canonical_None,trettemus,canonical,flap,"New words, canonical pronunciation",1,0,824
CN03,Canonical_None,trotty,canonical,flap,"New words, canonical pronunciation",1,0,887
CN03,Canonical_None,trounty,none,nasal,"New words, canonical pronunciation",1,0,1234
CN03,Canonical_None,vettetus,none,flap,"New words, canonical pronunciation",1,0,1001
CN03,Canonical_None,vintimal,canonical,nasal,"New words, canonical pronunciation",4,1,887
CN03,Canonical_None,voutty,none,flap,"New words, canonical pronunciation",1,0,871
CN03,Canonical_None,abron,,,Nonwords,4,1,572
CN03,Canonical_None,balloom,,,Nonwords,1,0,598
CN03,Canonical_None,bashketball,,,Nonwords,4,1,660
CN03,Canonical_None,bencil,,,Nonwords,4,1,658
CN03,Canonical_None,briest,,,Nonwords,4,1,713
CN03,Canonical_None,cabimet,,,Nonwords,4,1,895
CN03,Canonical_None,cassier,,,Nonwords,4,1,725
CN03,Canonical_None,crame,,,Nonwords,4,1,827
CN03,Canonical_None,dansher,,,Nonwords,4,1,590
CN03,Canonical_None,feshtival,,,Nonwords,4,1,624
CN03,Canonical_None,fiss,,,Nonwords,4,1,581
CN03,Canonical_None,glash,,,Nonwords,4,1,560
CN03,Canonical_None,grabe,,,Nonwords,4,1,724
CN03,Canonical_None,han,,,Nonwords,4,1,1294
CN03,Canonical_None,herpivore,,,Nonwords,4,1,882
CN03,Canonical_None,nechanic,,,Nonwords,4,1,662
CN03,Canonical_None,nushroom,,,Nonwords,4,1,606
CN03,Canonical_None,palashe,,,Nonwords,4,1,701
CN03,Canonical_None,pank,,,Nonwords,4,1,866
CN03,Canonical_None,parrel,,,Nonwords,4,1,701
CN03,Canonical_None,prain,,,Nonwords,4,1,2298
CN03,Canonical_None,reshtaurant,,,Nonwords,4,1,1030
CN03,Canonical_None,ruppish,,,Nonwords,1,0,581
CN03,Canonical_None,selter,,,Nonwords,4,1,1011
CN03,Canonical_None,shke,,,Nonwords,4,1,671
CN03,Canonical_None,sirt,,,Nonwords,4,1,646
CN03,Canonical_None,smail,,,Nonwords,1,0,923
CN03,Canonical_None,spoom,,,Nonwords,4,1,1055
CN03,Canonical_None,sunnit,,,Nonwords,4,1,1116
CN03,Canonical_None,teemager,,,Nonwords,4,1,663
CN03,Canonical_None,vegetaple,,,Nonwords,4,1,806
CN03,Canonical_None,wimdow,,,Nonwords,4,1,625
CN03,Canonical_None,apron,,,Familiar words,4,0,538
CN03,Canonical_None,balloon,,,Familiar words,1,1,590
CN03,Canonical_None,bank,,,Familiar words,1,1,918
CN03,Canonical_None,barrel,,,Familiar words,1,1,733
CN03,Canonical_None,basketball,,,Familiar words,1,1,769
CN03,Canonical_None,brain,,,Familiar words,1,1,585
CN03,Canonical_None,cabinet,,,Familiar words,1,1,739
CN03,Canonical_None,cashier,,,Familiar words,1,1,713
CN03,Canonical_None,crane,,,Familiar words,1,1,777
CN03,Canonical_None,dancer,,,Familiar words,1,1,622
CN03,Canonical_None,festival,,,Familiar words,1,1,890
CN03,Canonical_None,fish,,,Familiar words,4,0,569
CN03,Canonical_None,glass,,,Familiar words,1,1,665
CN03,Canonical_None,grape,,,Familiar words,1,1,728
CN03,Canonical_None,ham,,,Familiar words,1,1,728
CN03,Canonical_None,herbivore,,,Familiar words,1,1,599
CN03,Canonical_None,mechanic,,,Familiar words,1,1,899
CN03,Canonical_None,mushroom,,,Familiar words,1,1,677
CN03,Canonical_None,palace,,,Familiar words,1,1,872
CN03,Canonical_None,pencil,,,Familiar words,1,1,590
CN03,Canonical_None,priest,,,Familiar words,1,1,691
CN03,Canonical_None,restaurant,,,Familiar words,1,1,1151
CN03,Canonical_None,rubbish,,,Familiar words,1,1,631
CN03,Canonical_None,shelter,,,Familiar words,1,1,1016
CN03,Canonical_None,shirt,,,Familiar words,1,1,768
CN03,Canonical_None,sil,,,Familiar words,1,1,692
CN03,Canonical_None,ske,,,Familiar words,1,1,603
CN03,Canonical_None,spoon,,,Familiar words,1,1,813
CN03,Canonical_None,summit,,,Familiar words,4,0,814
CN03,Canonical_None,teeger,,,Familiar words,1,1,570
CN03,Canonical_None,vegetable,,,Familiar words,1,1,768
CN03,Canonical_None,window,,,Familiar words,1,1,470
CN04,Canonical_None,bliddus,none,flap,"New words, trained pronunciation",1,1,1017
CN04,Canonical_None,bredenno,canonical,nasal,"New words, trained pronunciation",1,1,900
CN04,Canonical_None,bunnow,none,nasal,"New words, trained pronunciation",1,1,1084
CN04,Canonical_None,byddo,canonical,flap,"New words, trained pronunciation",1,1,863
CN04,Canonical_None,cluddee,none,flap,"New words, trained pronunciation",1,1,1141
CN04,Canonical_None,credenner,none,nasal,"New words, trained pronunciation",1,1,940
CN04,Canonical_None,cynnergus,none,nasal,"New words, trained pronunciation",1,1,1267
CN04,Canonical_None,fluddow,none,flap,"New words, trained pronunciation",1,1,923
CN04,Canonical_None,gleanny,canonical,nasal,"New words, trained pronunciation",1,1,724
CN04,Canonical_None,glunner,none,nasal,"New words, trained pronunciation",1,1,684
